ID Geography,Geography,state_code,Population (2013),Population (2014),Population (2015),Population (2016),Population (2017),Population (2018),Population (2019)
"05000US39113","Montgomery County",OH,535846,533116,532258,531239,531542,532331,531687
"05000US39119","Muskingum County",OH,85231,85818,86290,86068,86149,86183,86215
"05000US39133","Portage County",OH,163862,161882,162275,161921,162277,162927,162466
"05000US39139","Richland County",OH,121773,121942,121707,121107,120589,121099,121154
"05000US39141","Ross County",OH,77910,77159,77170,77000,77313,76931,76666
"05000US39145","Scioto County",OH,78153,77258,76825,76088,75929,75502,75314
"05000US39151","Stark County",OH,375432,375736,375165,373612,372542,371574,370606
"05000US39153","Summit County",OH,541824,541943,541968,540300,541228,541918,541013
"05000US39155","Trumbull County",OH,206442,205175,203751,201825,200380,198627,197974
"05000US39157","Tuscarawas County",OH,92672,92788,92916,92420,92297,92176,91987
"05000US39165","Warren County",OH,219169,221659,224469,227063,228882,232173,234602
"05000US39169","Wayne County",OH,115071,115537,116063,116470,116038,115967,115710
"05000US39173","Wood County",OH,129264,129590,129730,130219,130492,130696,130817
"05000US40017","Canadian County",OK,126123,129582,133378,136532,139926,144447,148306
"05000US40027","Cleveland County",OK,269340,269908,274458,278655,279641,281669,284014
"05000US40031","Comanche County",OK,124937,125033,124648,122136,121526,120422,120749
"05000US40037","Creek County",OK,70470,70632,70892,71312,71704,71604,71522
"05000US40101","Muskogee County",OK,70303,69966,69699,69477,69086,68362,67997
"05000US40109","Oklahoma County",OK,755245,766215,776864,782970,787958,792582,797434
"05000US40119","Payne County",OK,79066,80264,80850,81131,81575,82040,81784
"05000US40125","Pottawatomie County",OK,71158,71811,71875,72290,72226,72679,72592
"05000US40131","Rogers County",OK,89044,89815,90802,91766,91444,91984,92459
"05000US40143","Tulsa County",OK,622409,629598,639242,642940,646266,648360,651552
"05000US40145","Wagoner County",OK,75700,75702,76559,77679,78657,80110,81289
"05000US41003","Benton County",OR,86591,86316,87572,89385,90951,92101,93053
"05000US41005","Clackamas County",OR,388263,394972,401515,408062,412672,416075,418187
"05000US41017","Deschutes County",OR,165954,170388,175268,181307,186875,191996,197692
"05000US41019","Douglas County",OR,106940,106972,107685,108457,109405,110283,110980
"05000US41029","Jackson County",OR,208545,210287,212567,216527,217479,219564,220944
"05000US41033","Josephine County",OR,83306,83599,84745,85904,86352,87393,87487
"05000US41035","Klamath County",OR,65910,65455,66016,66443,66935,67653,68238
"05000US41039","Lane County",OR,356212,358337,362895,369519,374748,379611,382067
"05000US41043","Linn County",OR,118765,119356,120547,122849,125047,127335,129749
"05000US41047","Marion County",OR,323614,326110,330700,336316,341286,346868,347818
"05000US41051","Multnomah County",OR,766135,776712,790294,799766,807555,811880,812855
"05000US41053","Polk County",OR,76794,77916,79391,81823,83696,85234,86085
"05000US41059","Umatilla County",OR,76720,76705,76531,76456,76985,77516,77950
"05000US41067","Washington County",OR,554996,562998,574326,582779,588957,597695,601592
"05000US41071","Yamhill County",OR,100725,101758,102659,105035,105722,107002,107100
"05000US42001","Adams County",PA,101546,101714,102295,102180,102336,102811,103009
"05000US42003","Allegheny County",PA,1231527,1231255,1230459,1225365,1223048,1218452,1216045
"05000US42005","Armstrong County",PA,68107,67785,67052,66486,65642,65263,64735
"05000US42007","Beaver County",PA,170115,169392,168871,167429,166140,164742,163929
"05000US42011","Berks County",PA,413521,413691,415271,414812,417854,420152,421164
"05000US42013","Blair County",PA,126314,125955,125593,124650,123457,122492,121829
"05000US42017","Bucks County",PA,626976,626685,627367,626399,628341,628195,628270
"05000US42019","Butler County",PA,185476,185943,186818,186847,187108,187888,187853
"05000US42021","Cambria County",PA,140499,137732,136411,134732,133054,131730,130192
"05000US42025","Carbon County",PA,64786,64441,63960,63594,63853,64227,64182
"05000US42027","Centre County",PA,155403,158742,160580,161464,162660,162805,162385
"05000US42029","Chester County",PA,509468,512784,515939,516312,519293,522046,524989
"05000US42033","Clearfield County",PA,81174,81191,80994,80596,79685,79388,79255
"05000US42037","Columbia County",PA,66797,67122,66672,66420,65932,65456,64964
"05000US42039","Crawford County",PA,87376,87175,86484,86257,86159,85063,84629
"05000US42041","Cumberland County",PA,241212,243762,246338,248506,250066,251423,253370
"05000US42043","Dauphin County",PA,270937,271453,272983,273707,275710,277097,278299
"05000US42045","Delaware County",PA,561973,562960,563894,563402,564696,564751,566747
"05000US42049","Erie County",PA,280294,278443,278045,276207,274541,272061,269728
"05000US42051","Fayette County",PA,134999,134086,133628,132733,131504,130441,129274
"05000US42055","Franklin County",PA,152085,152892,153638,153851,154234,154835,155027
"05000US42063","Indiana County",PA,87745,87706,86966,86364,84953,84501,84073
"05000US42069","Lackawanna County",PA,213931,212719,211917,211321,210761,210793,209674
"05000US42071","Lancaster County",PA,529600,533320,536624,538500,542903,543557,545724
"05000US42073","Lawrence County",PA,89333,88771,88082,87294,87069,86184,85512
"05000US42075","Lebanon County",PA,135486,136359,137067,138863,139754,141314,141793
"05000US42077","Lehigh County",PA,355092,357823,360685,363147,366494,368100,369318
"05000US42079","Luzerne County",PA,320103,318829,318449,316383,317343,317646,317417
"05000US42081","Lycoming County",PA,116754,116508,116048,115248,113841,113664,113299
"05000US42085","Mercer County",PA,115195,114884,114234,112913,111750,110683,109424
"05000US42089","Monroe County",PA,167148,166314,166397,166098,168046,169507,170271
"05000US42091","Montgomery County",PA,812376,816857,819264,821725,826075,828604,830915
"05000US42095","Northampton County",PA,299791,300654,300813,302294,303405,304807,305285
"05000US42097","Northumberland County",PA,94076,93944,93246,92541,92029,91083,90843
"05000US42101","Philadelphia County",PA,1553165,1560297,1567442,1567872,1580863,1584138,1584064
"05000US42107","Schuylkill County",PA,146920,145797,144590,143573,142569,142067,141359
"05000US42111","Somerset County",PA,76520,76218,75522,75061,74501,73952,73447
"05000US42125","Washington County",PA,208206,208187,208261,207981,207298,207346,206865
"05000US42129","Westmoreland County",PA,362437,359320,357956,355458,352627,350611,348899
"05000US42133","York County",PA,438965,440755,442867,443744,446078,448273,449058
"05000US44003","Kent County",RI,165035,165128,164801,164614,163760,163861,164292
"05000US44005","Newport County",RI,82397,82358,82423,82784,83460,82542,82082
"05000US44007","Providence County",RI,628600,631974,633473,633673,637357,636084,638931
"05000US44009","Washington County",RI,126259,126653,126517,126288,126150,126179,125577
"05000US45003","Aiken County",SC,164176,164753,165829,167458,168179,169401,170872
"05000US45007","Anderson County",SC,190641,192810,194692,196569,198759,200482,202558
"05000US45013","Beaufort County",SC,171838,175852,179589,183149,186844,188715,192122
"05000US45015","Berkeley County",SC,194020,198205,202786,210898,217937,221091,227907
"05000US45019","Charleston County",SC,372803,381015,389262,396484,401438,405905,411406
"05000US45031","Darlington County",SC,67935,67799,67548,67234,67265,66802,66618
"05000US45035","Dorchester County",SC,145397,148469,152478,153773,156456,160647,162809
"05000US45041","Florence County",SC,138326,139231,138900,138742,138566,138159,138293
"05000US45045","Greenville County",SC,474266,482752,491863,498766,506837,514213,523542
"05000US45047","Greenwood County",SC,69723,69520,69838,70133,70355,70741,70811
"05000US45051","Horry County",SC,289650,298832,309199,322342,333268,344147,354081
"05000US45055","Kershaw County",SC,,,,,65036,65592,66551
"05000US45057","Lancaster County",SC,80458,83160,85842,89594,92550,95380,98012
"05000US45059","Laurens County",SC,66229,66533,66623,66777,66848,66994,67493
"05000US45063","Lexington County",SC,273752,277888,281833,286196,290642,295032,298750
"05000US45073","Oconee County",SC,75045,75192,75713,76355,77270,78374,79546
"05000US45075","Orangeburg County",SC,90942,90090,89208,87903,87476,86934,86175
"05000US45077","Pickens County",SC,119829,120368,121691,122863,123479,124937,126884
"05000US45079","Richland County",SC,399256,401566,407051,409549,411592,414576,415759
"05000US45083","Spartanburg County",SC,290969,293542,297302,301463,306854,313888,319785
"05000US45085","Sumter County",SC,108123,107919,107480,107396,106847,106512,106721
"05000US45091","York County",SC,239363,245346,251195,258526,266439,274118,280979
"05000US46099","Minnehaha County",SD,179640,182882,185197,187318,188616,192876,193134
"05000US46103","Pennington County",SD,105761,108242,108702,109372,110141,111729,113775
"05000US47001","Anderson County",TN,75542,75528,75749,75936,76257,76482,76978
"05000US47009","Blount County",TN,125099,126339,127253,128670,129929,131349,133088
"05000US47011","Bradley County",TN,101848,102975,104091,104490,105560,106727,108110
"05000US47037","Davidson County",TN,658602,668347,678889,684410,691243,692587,694144
"05000US47059","Greene County",TN,68267,68335,68580,68615,68808,69087,69069
"05000US47065","Hamilton County",TN,348673,351220,354098,357738,361613,364286,367804
"05000US47093","Knox County",TN,444622,448644,451324,456132,461860,465289,470313
"05000US47113","Madison County",TN,98733,98178,97610,97663,97643,97605,97984
"05000US47119","Maury County",TN,83761,85515,87757,89981,92163,94340,96387
"05000US47125","Montgomery County",TN,184119,189961,193479,195734,200182,205950,208993
"05000US47141","Putnam County",TN,73525,74165,74553,75931,77674,78843,80245
"05000US47147","Robertson County",TN,67383,68079,68570,69165,70177,71012,71813
"05000US47149","Rutherford County",TN,281029,288906,298612,308251,317157,324890,332285
"05000US47155","Sevier County",TN,93570,95110,95946,96673,97638,97892,98250
"05000US47157","Shelby County",TN,939465,938803,938069,934603,936961,935764,937166
"05000US47163","Sullivan County",TN,156595,157047,156791,156667,157158,157668,158348
"05000US47165","Sumner County",TN,168888,172706,175989,180063,183545,187149,191283
"05000US47179","Washington County",TN,125546,126242,126302,127440,127806,128607,129375
"05000US47187","Williamson County",TN,198901,205226,211672,219107,226257,231729,238412
"05000US47189","Wilson County",TN,121945,125376,128911,132781,136442,140625,144657
"05000US48005","Angelina County",TX,87441,87750,88255,87791,87805,87092,86715
"05000US48021","Bastrop County",TX,75825,78069,80527,82733,84761,86976,88723
"05000US48027","Bell County",TX,326843,329140,334941,340411,347833,355642,362924
"05000US48029","Bexar County",TX,1817610,1855866,1897753,1928680,1958578,1986049,2003554
"05000US48037","Bowie County",TX,93487,93275,93389,93860,94012,94324,93245
"05000US48039","Brazoria County",TX,330242,338124,346312,354195,362457,370200,374264
"05000US48041","Brazos County",TX,203164,209152,215037,220417,222830,226758,229211
"05000US48061","Cameron County",TX,417276,420392,422156,422135,423725,423908,423163
"05000US48085","Collin County",TX,854778,885241,914127,939585,969603,1005146,1034730
"05000US48091","Comal County",TX,118480,123694,129048,134788,141009,148373,156209
"05000US48099","Coryell County",TX,76192,75562,75503,74686,74913,74808,75951
"05000US48113","Dallas County",TX,2480331,2518638,2553385,2574984,2618148,2637772,2635516
"05000US48121","Denton County",TX,728799,753363,780612,806180,836210,859064,887207
"05000US48135","Ector County",TX,149378,153904,159436,157462,157087,162124,166223
"05000US48139","Ellis County",TX,155976,159317,163632,168499,173620,179436,184826
"05000US48141","El Paso County",TX,827718,833487,835593,837918,840410,840758,839238
"05000US48157","Fort Bend County",TX,652365,685345,716087,741237,764828,787858,811688
"05000US48167","Galveston County",TX,306782,314198,322225,329431,335036,337890,342139
"05000US48181","Grayson County",TX,122353,123534,125467,128235,131140,133991,136212
"05000US48183","Gregg County",TX,123024,123204,124108,123745,123367,123707,123945
"05000US48187","Guadalupe County",TX,143183,147250,151249,155265,159659,163694,166847
"05000US48201","Harris County",TX,4336853,4441370,4538028,4589928,4652980,4698619,4713325
"05000US48203","Harrison County",TX,66886,67336,66746,66534,66661,66726,66553
"05000US48209","Hays County",TX,176026,185025,194739,204470,214485,222631,230191
"05000US48213","Henderson County",TX,78675,79290,79545,79901,81064,82299,82737
"05000US48215","Hidalgo County",TX,815996,831073,842304,849843,860661,865939,868707
"05000US48231","Hunt County",TX,87048,88493,89844,92073,93872,96493,98594
"05000US48245","Jefferson County",TX,252358,252235,254308,254679,256299,255001,251565
"05000US48251","Johnson County",TX,154707,157456,159990,163274,167301,171361,175817
"05000US48257","Kaufman County",TX,108568,111236,114690,118350,122883,128622,136154
"05000US48291","Liberty County",TX,76907,78117,79654,81704,83658,86323,88219
"05000US48303","Lubbock County",TX,289324,293974,299453,303137,305225,307412,310569
"05000US48309","McLennan County",TX,241481,243441,245671,247934,251259,254607,256623
"05000US48329","Midland County",TX,151468,155830,161077,162565,165049,172578,176832
"05000US48339","Montgomery County",TX,499137,518947,537559,556203,570934,590925,607391
"05000US48347","Nacogdoches County",TX,65330,65301,65664,65806,65580,65711,65204
"05000US48355","Nueces County",TX,352107,356221,359715,361350,361221,362265,362294
"05000US48361","Orange County",TX,82957,83433,84260,84964,85047,83572,83396
"05000US48367","Parker County",TX,121418,123164,126042,129441,133463,138371,142878
"05000US48375","Potter County",TX,121661,121627,121802,120832,120458,119648,117415
"05000US48381","Randall County",TX,126474,128220,130269,132501,134442,136271,137713
"05000US48397","Rockwall County",TX,85245,87809,90861,93978,96788,100657,104915
"05000US48409","San Patricio County",TX,66137,66915,67357,67655,67215,66893,66730
"05000US48423","Smith County",TX,216080,218842,222936,225290,227727,230221,232751
"05000US48439","Tarrant County",TX,1911541,1945360,1982498,2016872,2054475,2084931,2102515
"05000US48441","Taylor County",TX,134117,135143,136051,136535,136290,137640,138034
"05000US48451","Tom Green County",TX,114954,116608,118105,118386,118019,118189,119200
"05000US48453","Travis County",TX,1120954,1151145,1176558,1199323,1226698,1248743,1273954
"05000US48469","Victoria County",TX,90028,91081,92382,92467,92084,92035,92084
"05000US48471","Walker County",TX,68817,69789,70699,71484,72245,72480,72971
"05000US48479","Webb County",TX,262495,266673,269721,271193,274794,275910,276652
"05000US48485","Wichita County",TX,132047,132355,131705,131838,132000,132064,132230
"05000US48491","Williamson County",TX,471014,489250,508514,528718,547545,566719,590551
"05000US48497","Wise County",TX,,,,,66181,68305,69984
"05000US49005","Cache County",UT,116909,118343,120783,122753,124438,127068,128289
"05000US49011","Davis County",UT,322094,329692,336043,342281,347637,351713,355481
"05000US49035","Salt Lake County",UT,1079721,1091742,1107314,1121354,1135649,1152633,1160437
"05000US49045","Tooele County",UT,,,,,67456,69907,72259
"05000US49049","Utah County",UT,551891,560974,575205,592299,606425,622213,636235
"05000US49053","Washington County",UT,147800,151948,155602,160245,165662,171700,177556
"05000US49057","Weber County",UT,238519,240475,243645,247560,251769,256359,260213
"05000US50007","Chittenden County",VT,159515,160531,161382,161531,162372,164572,163774
"05000US51003","Albemarle County",VA,103000,104489,105703,106878,107702,108718,109330
"05000US51013","Arlington County",VA,224906,226908,229164,230050,234965,237521,236842
"05000US51015","Augusta County",VA,73912,73862,74314,74997,75144,75457,75558
"05000US51019","Bedford County",VA,69825,76583,77724,77960,77974,78747,78997
"05000US51041","Chesterfield County",VA,327745,332499,335687,339009,343599,348556,352802
"05000US51059","Fairfax County",VA,1130924,1137538,1142234,1138652,1148433,1150795,1147532
"05000US51061","Fauquier County",VA,67207,68248,68782,69069,69465,70675,71222
"05000US51069","Frederick County",VA,81319,82377,83199,84421,86484,88355,89313
"05000US51085","Hanover County",VA,101330,101918,103227,104392,105923,107239,107766
"05000US51087","Henrico County",VA,318611,321924,325155,326501,327898,329261,330818
"05000US51095","James City County",VA,70516,72583,73147,74404,75524,76397,76523
"05000US51107","Loudoun County",VA,349679,363050,375629,385945,398080,406850,413538
"05000US51121","Montgomery County",VA,96207,97244,97653,98602,98559,98985,98535
"05000US51153","Prince William County",VA,438580,446094,451721,455210,463023,468011,470335
"05000US51161","Roanoke County",VA,93524,93785,94409,94031,93730,94073,94186
"05000US51165","Rockingham County",VA,77741,78171,78593,79744,80227,81244,81948
"05000US51177","Spotsylvania County",VA,127348,129188,130475,132010,133033,134238,136215
"05000US51179","Stafford County",VA,136788,139992,142003,144361,146649,149960,152882
"05000US51199","York County",VA,66269,66342,67837,67976,67739,67846,68280
"05000US51510","Alexandria city",VA,148892,150575,153511,155810,160035,160530,159428
"05000US51550","Chesapeake city",VA,230571,233371,235429,237940,240397,242634,244835
"05000US51650","Hampton city",VA,136699,136879,136454,135410,134669,134313,134510
"05000US51680","Lynchburg city",VA,78014,79047,79812,80212,80995,82126,82168
"05000US51700","Newport News city",VA,182020,182965,182385,181825,179388,178626,179225
"05000US51710","Norfolk city",VA,246139,245428,246393,245115,244703,244076,242742
"05000US51740","Portsmouth city",VA,96205,96004,96201,95252,94572,94632,94398
"05000US51760","Richmond city",VA,214114,217853,220289,223170,227032,228783,230436
"05000US51770","Roanoke city",VA,98465,99428,99897,99660,99837,99920,99143
"05000US51800","Suffolk city",VA,85728,86806,88161,89273,90237,91185,92108
"05000US51810","Virginia Beach city",VA,448479,450980,452745,452602,450435,450189,449974
"05000US53005","Benton County",WA,184486,186486,190309,193686,198171,201877,204390
"05000US53007","Chelan County",WA,73967,74588,75644,76338,76533,77036,77200
"05000US53009","Clallam County",WA,72312,72715,73486,74570,75474,76737,77331
"05000US53011","Clark County",WA,443817,451008,459495,467018,474643,481857,488241
"05000US53015","Cowlitz County",WA,101860,102133,103468,105160,106910,108987,110593
"05000US53021","Franklin County",WA,86638,87809,88807,90160,92125,94347,95222
"05000US53025","Grant County",WA,91878,93147,93259,93546,95158,97331,97733
"05000US53027","Grays Harbor County",WA,71078,70818,71122,71628,72697,73901,75061
"05000US53029","Island County",WA,78801,79275,80593,82636,83159,84460,85141
"05000US53033","King County",WA,2044449,2079967,2117125,2149970,2188649,2233163,2252782
"05000US53035","Kitsap County",WA,253968,254183,260131,264811,266414,269805,271473
"05000US53041","Lewis County",WA,75081,75128,75882,77066,78200,79604,80707
"05000US53045","Mason County",WA,,,,,,65507,66768
"05000US53053","Pierce County",WA,819743,831928,843954,861312,876764,891299,904980
"05000US53057","Skagit County",WA,118837,120365,121846,123681,125619,128206,129205
"05000US53061","Snohomish County",WA,745913,759583,772501,787620,801633,814901,822083
"05000US53063","Spokane County",WA,479398,484318,490945,499072,506152,514631,522798
"05000US53067","Thurston County",WA,262388,265851,269536,275222,280588,286419,290536
"05000US53073","Whatcom County",WA,206353,208351,212284,216800,221404,225685,229247
"05000US53077","Yakima County",WA,247044,247687,248830,249636,250193,251446,250873
"05000US54003","Berkeley County",WV,108706,110497,111901,113525,114920,117123,119171
"05000US54011","Cabell County",WV,97133,97109,96844,95987,94958,93224,91945
"05000US54033","Harrison County",WV,68972,68761,68714,68400,67811,67554,67256
"05000US54039","Kanawha County",WV,191275,190223,188332,186241,183293,180454,178124
"05000US54061","Monongalia County",WV,102274,103463,104236,104622,105030,106420,105612
"05000US54081","Raleigh County",WV,78833,78241,77510,76601,75022,74254,73361
"05000US54107","Wood County",WV,86569,86237,86452,85643,85104,84203,83518
"05000US55009","Brown County",WI,254586,256670,258718,260401,262052,263378,264542
"05000US55025","Dane County",WI,509939,516284,523643,531273,536416,542364,546695
"05000US55027","Dodge County",WI,88344,88574,88502,88068,87786,87847,87839
"05000US55035","Eau Claire County",WI,101438,101564,102105,102965,103671,104534,104646
"05000US55039","Fond du Lac County",WI,101798,101759,101973,102144,102548,103066,103403
"05000US55055","Jefferson County",WI,84509,84395,84559,84625,84832,85129,84769
"05000US55059","Kenosha County",WI,167757,168068,168437,168183,168521,169290,169561
"05000US55063","La Crosse County",WI,116713,118011,118212,118122,118274,118230,118016
"05000US55071","Manitowoc County",WI,80654,80160,79806,79536,79175,79074,78981
"05000US55073","Marathon County",WI,135416,135780,135868,135603,135732,135428,135692
"05000US55079","Milwaukee County",WI,956023,956406,957735,951448,952085,948201,945726
"05000US55087","Outagamie County",WI,180345,182006,183245,184526,186059,187365,187885
"05000US55089","Ozaukee County",WI,87054,87470,87850,88314,88429,89147,89221
"05000US55097","Portage County",WI,70380,70482,70408,70447,70474,70942,70772
"05000US55101","Racine County",WI,195041,195163,195080,195140,196071,196584,196311
"05000US55105","Rock County",WI,160739,161188,161448,161620,162309,163129,163354
"05000US55109","St. Croix County",WI,85930,86759,87513,88029,88703,89694,90687
"05000US55117","Sheboygan County",WI,114922,115290,115569,115427,115344,115456,115340
"05000US55127","Walworth County",WI,102945,103527,102804,102959,103082,103718,103868
"05000US55131","Washington County",WI,132739,133251,133674,134296,135101,135693,136034
"05000US55133","Waukesha County",WI,393843,395118,396488,398424,400621,403072,404198
"05000US55139","Winnebago County",WI,169541,169511,169546,169886,170414,171020,171907
"05000US55141","Wood County",WI,73959,73608,73435,73107,73126,73055,72999
"05000US56021","Laramie County",WY,95809,96389,97121,98136,98327,98976,99500
"05000US56025","Natrona County",WY,80973,81624,82178,81039,79547,79115,79858
"05000US72013","Arecibo Municipio",PR,93396,91540,89648,87939,86066,82114,81966
"05000US72021","Bayamón Municipio",PR,198958,194210,189159,184374,179565,170480,169269
"05000US72025","Caguas Municipio",PR,139559,137032,134481,132164,129604,124434,124606
"05000US72031","Carolina Municipio",PR,169597,165820,161884,158457,154489,147661,146984
"05000US72061","Guaynabo Municipio",PR,94645,92799,90879,89307,87328,83787,83728
"05000US72097","Mayagüez Municipio",PR,84170,81915,79510,77748,75525,71986,71530
"05000US72113","Ponce Municipio",PR,157118,153540,149028,145278,140859,133191,131881
"05000US72127","San Juan Municipio",PR,374682,365575,355074,347052,337288,320967,318441
"05000US72135","Toa Alta Municipio",PR,75292,74837,74368,73980,73217,71094,72025
"05000US72137","Toa Baja Municipio",PR,85971,84165,82065,80207,78092,74623,74271
"05000US72139","Trujillo Alto Municipio",PR,72581,71019,69615,68242,66675,63746,63674
"05000US13179","Liberty County",GA,64135,65198,62467,62570,,,
"05000US21195","Pike County",KY,63380,63034,61792,,,,